file,shapes,shapes_id,shapes_cnt,max_dims
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_41486_MR_T1-anatomical_Br_20151014172512455_S270814_I526381.anat_T1_biascorr_iso.nii.gz,"(211, 253, 170)",8.0,9.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_51330_MR_T1-anatomical_Br_20151014162538165_S259057_I526274.anat_T1_biascorr_iso.nii.gz,"(211, 253, 170)",8.0,9.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3756_MR_T1-anatomical_Br_20120906151559491_S131528_I331788.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3756_MR_T1-anatomical_Br_20120906151559491_S131528_I331788.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3768_MR_T1-anatomical_Br_20120907102413462_S148984_I332030.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3768_MR_T1-anatomical_Br_20120907102413462_S148984_I332030.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3778_MR_T1-anatomical_Br_20120911165744993_S160413_I333458.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3760_MR_T1-anatomical_Br_20120906152815877_S142620_I331823.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3756_MR_T1-anatomical_Br_20120906151559491_S131528_I331788.anat_T1_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3760_MR_T1-anatomical_Br_20120906152815877_S142620_I331823.anat_T1_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3778_MR_T1-anatomical_Br_20120911165744993_S160413_I333458.anat_T1_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3778_MR_T1-anatomical_Br_20120911165744993_S160413_I333458.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3760_MR_T1-anatomical_Br_20120906152815877_S142620_I331823.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3768_MR_T1-anatomical_Br_20120907102413462_S148984_I332030.anat_T1_iso.nii.gz,"(175, 240, 170)",7.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3160_MR_T1-anatomical_Br_20120905125834606_S113924_I330740.anat_T1_biascorr_brain_mask_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3160_MR_T1-anatomical_Br_20120905125834606_S113924_I330740.anat_T1_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3157_MR_T1-anatomical_Br_20120905125112395_S113900_I330706.anat_T1_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3157_MR_T1-anatomical_Br_20120905125112395_S113900_I330706.anat_T1_biascorr_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3170_MR_T1-anatomical_Br_20120905165602566_S139280_I330898.anat_T1_biascorr_brain_mask_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3160_MR_T1-anatomical_Br_20120905125834606_S113924_I330740.anat_T1_biascorr_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3170_MR_T1-anatomical_Br_20120905165602566_S139280_I330898.anat_T1_biascorr_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3157_MR_T1-anatomical_Br_20120905125112395_S113900_I330706.anat_T1_biascorr_brain_mask_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_4067_MR_T1-anatomical_Br_20130506160529272_S180862_I370848.anat_T1_biascorr_brain_mask_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_4067_MR_T1-anatomical_Br_20130506160529272_S180862_I370848.anat_T1_biascorr_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_4067_MR_T1-anatomical_Br_20130506160529272_S180862_I370848.anat_T1_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3170_MR_T1-anatomical_Br_20120905165602566_S139280_I330898.anat_T1_iso.nii.gz,"(160, 240, 170)",6.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3750_MR_T1-anatomical_Br_20140128180753778_S178960_I410090.anat_T1_biascorr_brain_mask_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3750_MR_T1-anatomical_Br_20140128180753778_S178960_I410090.anat_T1_biascorr_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3130_MR_T1-anatomical_Br_20140530152038657_S214285_I428351.anat_T1_biascorr_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3318_MR_T1-anatomical_Br_20120905201822739_S157087_I331078.anat_T1_biascorr_brain_mask_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3116_MR_T1-anatomical_Br_20141110172307555_S214312_I452935.anat_T1_biascorr_brain_mask_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3116_MR_T1-anatomical_Br_20141110172307555_S214312_I452935.anat_T1_biascorr_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3318_MR_T1-anatomical_Br_20120905201822739_S157087_I331078.anat_T1_biascorr_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3130_MR_T1-anatomical_Br_20140530152038657_S214285_I428351.anat_T1_biascorr_brain_mask_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3116_MR_T1-anatomical_Br_20141110172307555_S214312_I452935.anat_T1_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3318_MR_T1-anatomical_Br_20120905201822739_S157087_I331078.anat_T1_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3130_MR_T1-anatomical_Br_20140530152038657_S214285_I428351.anat_T1_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3750_MR_T1-anatomical_Br_20140128180753778_S178960_I410090.anat_T1_iso.nii.gz,"(256, 240, 170)",5.0,12.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3364_MR_T1-anatomical_Br_20120905205120968_S117826_I331168.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3365_MR_T1-anatomical_Br_20120905205455838_S131518_I331178.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3353_MR_T1-anatomical_Br_20120905203246699_S146641_I331118.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3375_MR_T1-anatomical_Br_20130506142418331_S145732_I370571.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3350_MR_T1-anatomical_Br_20120905202528980_S146635_I331098.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3356_MR_T1-anatomical_Br_20120905204004079_S146646_I331138.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3376_MR_T1-anatomical_Br_20120906123635845_S145776_I331344.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3353_MR_T1-anatomical_Br_20120905203246699_S146641_I331118.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3369_MR_T1-anatomical_Br_20120905211252060_S124475_I331218.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3375_MR_T1-anatomical_Br_20130506142418331_S145732_I370571.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3371_MR_T1-anatomical_Br_20130506141959813_S180785_I370561.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3365_MR_T1-anatomical_Br_20120905205455838_S131518_I331178.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3352_MR_T1-anatomical_Br_20120905202914058_S146638_I331108.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3357_MR_T1-anatomical_Br_20120905204348702_S146649_I331148.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3376_MR_T1-anatomical_Br_20120906123635845_S145776_I331344.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3353_MR_T1-anatomical_Br_20120905203246699_S146641_I331118.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3366_MR_T1-anatomical_Br_20120905205853055_S124461_I331188.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3371_MR_T1-anatomical_Br_20130506141959813_S180785_I370561.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3372_MR_T1-anatomical_Br_20120911164002569_S142571_I333404.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3376_MR_T1-anatomical_Br_20120906123635845_S145776_I331344.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3354_MR_T1-anatomical_Br_20120905203630091_S149040_I331128.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3354_MR_T1-anatomical_Br_20120905203630091_S149040_I331128.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3367_MR_T1-anatomical_Br_20120905210247228_S124468_I331198.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3356_MR_T1-anatomical_Br_20120905204004079_S146646_I331138.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3352_MR_T1-anatomical_Br_20120905202914058_S146638_I331108.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3370_MR_T1-anatomical_Br_20120905211835143_S139308_I331228.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3367_MR_T1-anatomical_Br_20120905210247228_S124468_I331198.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3369_MR_T1-anatomical_Br_20120905211252060_S124475_I331218.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3372_MR_T1-anatomical_Br_20120911164002569_S142571_I333404.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3372_MR_T1-anatomical_Br_20120911164002569_S142571_I333404.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3354_MR_T1-anatomical_Br_20120905203630091_S149040_I331128.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3364_MR_T1-anatomical_Br_20120905205120968_S117826_I331168.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3368_MR_T1-anatomical_Br_20120905210724515_S128407_I331208.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3350_MR_T1-anatomical_Br_20120905202528980_S146635_I331098.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3367_MR_T1-anatomical_Br_20120905210247228_S124468_I331198.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3368_MR_T1-anatomical_Br_20120905210724515_S128407_I331208.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3357_MR_T1-anatomical_Br_20120905204348702_S146649_I331148.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3375_MR_T1-anatomical_Br_20130506142418331_S145732_I370571.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3370_MR_T1-anatomical_Br_20120905211835143_S139308_I331228.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3365_MR_T1-anatomical_Br_20120905205455838_S131518_I331178.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3368_MR_T1-anatomical_Br_20120905210724515_S128407_I331208.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3356_MR_T1-anatomical_Br_20120905204004079_S146646_I331138.anat_T1_biascorr_brain_mask_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3370_MR_T1-anatomical_Br_20120905211835143_S139308_I331228.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3371_MR_T1-anatomical_Br_20130506141959813_S180785_I370561.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3357_MR_T1-anatomical_Br_20120905204348702_S146649_I331148.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3364_MR_T1-anatomical_Br_20120905205120968_S117826_I331168.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3366_MR_T1-anatomical_Br_20120905205853055_S124461_I331188.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3369_MR_T1-anatomical_Br_20120905211252060_S124475_I331218.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3350_MR_T1-anatomical_Br_20120905202528980_S146635_I331098.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3352_MR_T1-anatomical_Br_20120905202914058_S146638_I331108.anat_T1_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3366_MR_T1-anatomical_Br_20120905205853055_S124461_I331188.anat_T1_biascorr_iso.nii.gz,"(176, 250, 170)",4.0,51.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3179_MR_T1-anatomical_Br_20140530171427361_S208445_I428743.anat_T1_biascorr_brain_mask_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3802_MR_T1-anatomical_Br_20140130155616348_S203328_I411572.anat_T1_biascorr_brain_mask_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3167_MR_T1-anatomical_Br_20120905153011029_S124453_I330868.anat_T1_biascorr_brain_mask_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3176_MR_T1-anatomical_Br_20150304191211997_S234698_I476497.anat_T1_biascorr_brain_mask_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3802_MR_T1-anatomical_Br_20130506163750427_S171190_I370926.anat_T1_biascorr_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3167_MR_T1-anatomical_Br_20120905153011029_S124453_I330868.anat_T1_biascorr_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3183_MR_T1-anatomical_Br_20130506131155834_S167614_I370415.anat_T1_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3166_MR_T1-anatomical_Br_20141110165429935_S205635_I452827.anat_T1_biascorr_brain_mask_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3151_MR_T1-anatomical_Br_20120905124041008_S146607_I330672.anat_T1_biascorr_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3179_MR_T1-anatomical_Br_20140530171427361_S208445_I428743.anat_T1_biascorr_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3190_MR_T1-anatomical_Br_20151014172318647_S259000_I526376.anat_T1_biascorr_brain_mask_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3167_MR_T1-anatomical_Br_20120905153011029_S124453_I330868.anat_T1_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
/data-10tb/shared/skull/train-3d-iso/PPMI/PPMI_3126_MR_T1-anatomical_Br_20180507133342842_S510960_I993622.anat_T1_biascorr_iso.nii.gz,"(192, 240, 170)",3.0,69.0,"(256, 256, 170)"
