file,shapes,shapes_id,shapes_cnt,max_dims
/data-10tb/shared/skull/train-3d-iso/IXI/IXI478-IOP-1142-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI476-IOP-1140-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI574-IOP-1156-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI427-IOP-1012-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI475-IOP-1139-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI309-IOP-0897-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI315-IOP-0888-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI462-IOP-1042-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI596-IOP-1160-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI433-IOP-0989-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI470-IOP-1030-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI595-IOP-1159-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI462-IOP-1042-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI462-IOP-1042-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI424-IOP-0991-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI291-IOP-0882-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI371-IOP-0970-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI333-IOP-0926-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI548-IOP-1150-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI588-IOP-1158-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI294-IOP-0868-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI291-IOP-0882-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI563-IOP-1153-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI310-IOP-0890-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI478-IOP-1142-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI442-IOP-1041-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI292-IOP-0877-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI561-IOP-1152-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI234-IOP-0870-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI331-IOP-0892-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI474-IOP-1138-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI306-IOP-0867-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI373-IOP-0967-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI290-IOP-0874-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI517-IOP-1144-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI303-IOP-0968-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI293-IOP-0876-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI395-IOP-0969-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI423-IOP-0974-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI291-IOP-0882-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI433-IOP-0989-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI345-IOP-0928-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI463-IOP-1043-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI574-IOP-1156-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI347-IOP-0927-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI474-IOP-1138-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI232-IOP-0898-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI548-IOP-1150-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI547-IOP-1149-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI371-IOP-0970-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI290-IOP-0874-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI543-IOP-1148-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI426-IOP-1011-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI596-IOP-1160-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI433-IOP-0989-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI306-IOP-0867-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI233-IOP-0875-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI310-IOP-0890-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI293-IOP-0876-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI333-IOP-0926-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI424-IOP-0991-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI595-IOP-1159-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI332-IOP-1134-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI345-IOP-0928-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI469-IOP-1136-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI230-IOP-0869-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI388-IOP-0973-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI233-IOP-0875-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI305-IOP-0871-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI382-IOP-1135-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI231-IOP-0866-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI293-IOP-0876-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI463-IOP-1043-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI543-IOP-1148-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI314-IOP-0889-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI588-IOP-1158-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI303-IOP-0968-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI573-IOP-1155-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI307-IOP-0872-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI596-IOP-1160-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI434-IOP-1010-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI424-IOP-0991-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI434-IOP-1010-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI347-IOP-0927-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI574-IOP-1156-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI477-IOP-1141-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI371-IOP-0970-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI464-IOP-1029-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI238-IOP-0883-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI340-IOP-0915-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI331-IOP-0892-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI388-IOP-0973-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI553-IOP-1151-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI571-IOP-1154-T1.anat_T1_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI473-IOP-1137-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI426-IOP-1011-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI372-IOP-0971-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI294-IOP-0868-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI510-IOP-1143-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI474-IOP-1138-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI561-IOP-1152-T1.anat_T1_biascorr_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI423-IOP-0974-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
/data-10tb/shared/skull/train-3d-iso/IXI/IXI442-IOP-1041-T1.anat_T1_biascorr_brain_mask_iso.nii.gz,"(175, 240, 170)",2.0,222.0,"(180, 250, 170)"
